Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0506-LVNGN,Female,78,No,0,Rancho Cordova,95742,38.591134,-121.161585,0,5,None,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0,0,211.65,561.3,0,Competitor,Competitor had better devices
0511-JTEOY,Female,41,No,0,Canyon Dam,95923,40.171312,-121.120605,0,1,Offer E,Yes,10.19,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,71.1,0,0,10.19,81.29,0,Competitor,Competitor made better offer
0515-YPMCW,Male,42,No,0,San Jose,95116,37.350284,-121.852855,0,1,None,Yes,42.87,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.45,70.45,0,10,42.87,123.32,0,Competitor,Competitor had better devices
0516-VRYBW,Female,39,No,0,Stanton,90680,33.801869,-117.995068,0,18,Offer D,Yes,8.95,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20.15,390.85,0,0,161.1,551.95,0,Attitude,Attitude of support person
0516-WJVXC,Female,21,No,0,Sacramento,95818,38.556306,-121.495817,0,5,None,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,308.25,0,0,18.05,326.3,0,Dissatisfaction,Network reliability
0519-XUZJU,Female,56,No,0,Felton,95018,37.089111,-122.062213,0,1,None,Yes,26,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.75,70.75,0,0,26,96.75,0,Dissatisfaction,Service dissatisfaction
0520-FDVVT,Male,26,No,0,Lewiston,96052,40.704293,-122.803899,0,35,None,Yes,39.84,No,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.35,3626.1,0,0,1394.4,5020.5,0,Price,Price too high
0524-IAVZO,Female,25,Yes,0,Anza,92539,33.527605,-116.666551,1,30,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,2624.25,0,0,144.6,2768.85,0,Other,Don't know
0529-ONKER,Male,70,No,0,Forest Ranch,95942,40.077028,-121.494168,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0,0,695.7,1842.35,0,Attitude,Attitude of support person
0533-BNWKF,Female,66,Yes,0,San Diego,92122,32.85723,-117.209774,2,55,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.45,4874.7,0,90,2355.1,7319.8,0,Competitor,Competitor made better offer
0564-JJHGS,Male,45,No,0,Guerneville,95446,38.52576,-123.013347,0,9,None,Yes,19.22,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,829.1,0,0,172.98,1002.08,0,Dissatisfaction,Limited range of services
0565-IYCGT,Male,51,No,0,San Diego,92117,32.825086,-117.199424,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0,0,2027.22,7383.67,0,Competitor,Competitor made better offer
0568-ONFPC,Male,34,Yes,1,San Francisco,94112,37.720498,-122.443119,1,5,Offer E,Yes,40.05,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.9,135,0,0,200.25,335.25,0,Other,Moved
0576-WNXXC,Male,70,Yes,0,Parlier,93648,36.622237,-119.521126,1,27,None,Yes,39.49,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,2510.2,0,0,1066.23,3576.43,0,Dissatisfaction,Service dissatisfaction
0578-SKVMF,Female,23,Yes,0,Seeley,92273,32.790282,-115.689559,4,22,None,Yes,4.01,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.3,1845.9,0,0,88.22,1934.12,0,Competitor,Competitor had better devices
0587-DMGBH,Female,48,No,0,Willows,95988,39.493991,-122.286363,0,8,None,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,13.01,10,302.32,664.86,0,Competitor,Competitor offered higher download speeds
0596-BQCEQ,Female,32,Yes,0,Hydesville,95547,40.557314,-124.081662,1,62,None,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,6283.3,0,0,3011.96,9295.26,0,Competitor,Competitor had better devices
0601-WZHJF,Male,53,Yes,0,Shafter,93263,35.490705,-119.286833,1,14,Offer D,No,,,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46.35,667.7,0,0,0,667.7,0,Attitude,Attitude of service provider
0607-DAAHE,Male,62,No,0,Olivehurst,95961,39.082568,-121.55325,0,53,Offer B,Yes,26.21,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.75,1052.35,0,0,1389.13,2441.48,0,Price,Long distance charges
0611-DFXKO,Male,35,Yes,0,Comptche,95427,39.239818,-123.565432,1,20,Offer D,Yes,18.05,No,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89,1820.45,0,0,361,2181.45,0,Dissatisfaction,Service dissatisfaction
0612-RTZZA,Female,77,No,0,Vista,92084,33.22784,-117.200024,0,1,Offer E,No,,,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0,0,0,25.25,0,Price,Price too high
0616-ATFGB,Male,74,Yes,0,Shasta Lake,96019,40.692523,-122.369876,1,1,Offer E,No,,,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,25.05,0,0,0,25.05,0,Competitor,Competitor had better devices
0617-AQNWT,Female,61,Yes,0,North Hills,91343,34.238802,-118.482296,5,64,None,No,,,Yes,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,47.85,3147.5,0,0,0,3147.5,0,Competitor,Competitor made better offer
0617-FHSGK,Male,62,No,0,Rancho Cordova,95670,38.602723,-121.279913,0,49,None,Yes,19.08,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,75.2,3678.3,0,20,934.92,4633.22,0,Price,Extra data charges
0618-XWMSS,Male,60,No,0,Wasco,93280,35.652242,-119.4464,0,28,Offer C,Yes,44.28,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2068.55,0,0,1239.84,3308.39,0,Price,Long distance charges
0621-TWIEM,Male,28,No,0,Newhall,91321,34.370378,-118.504118,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0,0,344.4,747,0,Attitude,Attitude of support person
0623-IIHUG,Female,77,No,0,San Diego,92122,32.85723,-117.209774,0,21,None,No,,,Yes,Cable,8,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10,840.1,0,0,0,840.1,0,Competitor,Competitor made better offer
0628-CNQRM,Male,49,Yes,0,Temecula,92592,33.507255,-117.029473,1,22,None,Yes,19.8,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,67.5,1544.05,0,0,435.6,1979.65,0,Other,Don't know
0634-SZPQA,Female,64,No,0,San Anselmo,94960,37.99272,-122.575026,0,23,None,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,2169.8,27.38,0,81.65,2224.07,0,Competitor,Competitor offered higher download speeds
0637-KVDLV,Male,30,No,0,Elk Grove,95758,38.35363,-121.44195,0,2,Offer E,Yes,17.22,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,162.45,0,0,34.44,196.89,0,Other,Don't know
0637-UBJRP,Male,40,Yes,0,Wilton,95693,38.392559,-121.225093,5,13,Offer D,Yes,29.92,No,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.05,1095.3,23.97,0,388.96,1460.29,0,Competitor,Competitor offered higher download speeds
0637-YLETY,Female,39,No,0,Douglas City,96024,40.586588,-122.903677,0,16,Offer D,Yes,18.99,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6,1555.65,0,0,303.84,1859.49,0,Attitude,Attitude of service provider
0639-TSIQW,Female,28,No,0,White Water,92282,33.972293,-116.654195,0,67,Offer A,Yes,37.5,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,102.95,6886.25,0,0,2512.5,9398.75,0,Competitor,Competitor offered more data
0643-OKLRP,Female,73,Yes,0,Azusa,91702,34.174493,-117.87068,1,47,None,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.35,3825.85,0,90,1800.57,5716.42,0,Dissatisfaction,Network reliability
0654-HMSHN,Male,45,Yes,0,Mojave,93501,35.097323,-118.171288,1,21,Offer D,Yes,42.65,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,2157.95,0,0,895.65,3053.6,0,Attitude,Attitude of support person
0655-RBDUG,Male,32,No,0,Alviso,95002,37.449537,-121.994813,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,713,0,0,64.75,777.75,0,Competitor,Competitor had better devices
0661-XEYAN,Female,76,No,0,Nevada City,95959,39.333737,-120.858667,0,1,None,No,,,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0,20,0,45.8,0,Competitor,Competitor had better devices
0679-IDSTG,Female,73,Yes,0,Branscomb,95417,39.710591,-123.682799,1,1,None,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0,0,37.3,106.55,0,Competitor,Competitor had better devices
0680-DFNNY,Male,62,Yes,0,Winters,95694,38.578604,-122.024579,1,15,None,Yes,40.7,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,1504.05,0,0,610.5,2114.55,0,Competitor,Competitor offered more data
0684-AOSIH,Male,42,Yes,0,Oro Grande,92368,34.647959,-117.296957,1,1,None,Yes,12.04,No,Yes,Cable,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,95,0,0,12.04,107.04,0,Dissatisfaction,Network reliability
0685-MLYYM,Female,74,No,0,Buena Park,90620,33.845706,-118.012204,0,2,Offer E,Yes,9.86,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.75,154.85,0,0,19.72,174.57,0,Price,Long distance charges
0687-ZVTHB,Male,24,Yes,0,Richmond,94805,37.941456,-122.320968,1,65,Offer B,Yes,26.75,Yes,Yes,Cable,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,72.45,4653.85,14.23,0,1738.75,6378.37,0,Competitor,Competitor offered more data
0689-NKYLF,Male,42,No,0,Los Angeles,90066,34.002028,-118.430656,0,13,Offer D,Yes,35.4,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1060.6,0,0,460.2,1520.8,0,Attitude,Attitude of support person
0691-IFBQW,Female,65,No,0,Biola,93606,36.798882,-120.019511,0,46,None,Yes,2.37,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110,4874.8,0,0,109.02,4983.82,0,Competitor,Competitor made better offer
0691-JVSYA,Female,24,Yes,0,Pasadena,91103,34.167465,-118.165327,5,53,None,Yes,40.62,No,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.85,5000.2,18.55,0,2152.86,7134.51,0,Competitor,Competitor had better devices
0697-ZMSWS,Male,19,No,0,Los Angeles,90023,34.017697,-118.200577,0,4,None,Yes,6.91,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0,0,27.64,366.54,0,Dissatisfaction,Limited range of services
0702-PGIBZ,Male,28,No,0,Dutch Flat,95714,39.197215,-120.83679,0,4,Offer E,Yes,26.16,Yes,Yes,Fiber Optic,85,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,364.55,1.48,0,104.64,467.71,0,Competitor,Competitor made better offer
0709-TVGUR,Female,70,No,0,Stockton,95207,38.002125,-121.324979,0,9,None,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.69,0,Competitor,Competitor had better devices
0719-SYFRB,Female,52,No,0,Norco,92860,33.925833,-117.559639,0,12,Offer D,Yes,36.24,Yes,Yes,DSL,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,61.65,713.75,0,0,434.88,1148.63,0,Competitor,Competitor offered higher download speeds
0722-TROQR,Female,68,No,0,Davis,95616,38.508735,-121.678813,0,4,None,Yes,26.23,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,0,0,104.92,426.67,0,Price,Lack of affordable download/upload speed
0723-DRCLG,Female,73,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,1,None,Yes,31.27,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.45,74.45,0,10,31.27,115.72,0,Other,Don't know
0727-BMPLR,Female,66,No,0,Fresno,93706,36.654614,-119.903674,0,55,None,Yes,37.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100,5509.3,0,100,2055.9,7665.2,0,Competitor,Competitor offered higher download speeds
0727-IWKVK,Male,35,Yes,0,Yermo,92398,35.013299,-116.834092,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0,0,172.62,914.32,0,Price,Extra data charges
0733-VUNUW,Male,43,No,0,San Francisco,94114,37.758085,-122.434801,0,24,None,Yes,8.99,Yes,Yes,DSL,5,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.65,1400.55,0,60,215.76,1676.31,0,Competitor,Competitor had better devices
0742-MOABM,Male,50,Yes,0,Fallbrook,92028,33.362575,-117.299644,2,4,None,Yes,9.67,No,Yes,Cable,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.05,179.35,0,0,38.68,218.03,0,Competitor,Competitor made better offer
0742-NXBGR,Female,64,No,0,Adin,96006,41.171578,-120.913161,0,1,Offer E,Yes,33.41,No,Yes,Fiber Optic,28,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.3,82.3,0,0,33.41,115.71,0,Competitor,Competitor had better devices
0746-JTRFU,Male,22,No,0,Kingsburg,93631,36.478239,-119.52137,0,2,Offer E,No,,,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,56.35,0,0,0,56.35,0,Dissatisfaction,Product dissatisfaction
0748-RDGGM,Male,38,Yes,0,Tarzana,91356,34.157137,-118.548511,1,70,None,Yes,39.63,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0,0,2774.1,10308.75,0,Price,Long distance charges
0754-UKWQP,Male,63,No,0,Cool,95614,38.880622,-120.973865,0,2,None,Yes,37.43,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,197.7,0,0,74.86,272.56,0,Competitor,Competitor had better devices
0761-AETCS,Female,58,No,0,Colton,92324,34.030915,-117.273201,0,1,Offer E,Yes,25.62,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.3,19.3,0,0,25.62,44.92,0,Attitude,Attitude of support person
0772-GYEQQ,Male,33,No,0,Lodi,95240,38.123544,-121.159078,0,3,Offer E,Yes,49.4,No,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35,262.05,0,0,148.2,410.25,0,Competitor,Competitor offered more data
0778-NELLA,Male,43,No,0,Anaheim,92805,33.830209,-117.906099,0,9,None,No,,,Yes,DSL,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.7,296.1,0,0,0,296.1,0,Competitor,Competitor offered higher download speeds
0781-LKXBR,Male,65,No,0,San Francisco,94102,37.7795,-122.419233,0,9,None,Yes,48.71,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,918.6,0,0,438.39,1356.99,0,Competitor,Competitor had better devices
0786-VSSUD,Male,68,No,0,San Diego,92123,32.808814,-117.134694,0,16,None,No,,,Yes,DSL,24,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,39,679.85,0,0,0,679.85,0,Competitor,Competitor had better devices
0807-ZABDG,Female,43,No,2,Woodland,95776,38.694081,-121.694431,0,3,Offer E,Yes,26.04,No,Yes,Cable,16,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.1,154.65,0,0,78.12,232.77,0,Competitor,Competitor offered higher download speeds
0812-WUPTB,Male,65,Yes,0,Corona Del Mar,92625,33.600987,-117.862734,1,1,Offer E,Yes,49.6,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,70.85,0,0,49.6,120.45,0,Price,Long distance charges
0818-OCPZO,Male,80,No,0,Los Angeles,90059,33.927254,-118.249826,0,27,None,Yes,42.91,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.45,2122.05,0,0,1158.57,3280.62,0,Competitor,Competitor offered more data
0822-GAVAP,Female,19,No,0,Posey,93260,35.861928,-118.636698,0,2,Offer E,No,,,Yes,DSL,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,62.25,0,0,0,62.25,0,Competitor,Competitor made better offer
0823-HSCDJ,Male,76,No,0,Temecula,92592,33.507255,-117.029473,0,52,None,No,,,Yes,DSL,18,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.15,2550.9,0,30,0,2580.9,0,Competitor,Competitor made better offer
0836-SEYLU,Male,64,Yes,0,San Diego,92128,33.000269,-117.072093,2,9,Offer E,No,,,Yes,DSL,26,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,40.65,328.95,0,0,0,328.95,0,Competitor,Competitor had better devices
0841-NULXI,Male,38,No,0,Stockton,95209,38.044523,-121.348048,0,1,None,No,,,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.55,35.55,0,0,0,35.55,0,Other,Don't know
0843-WTBXE,Male,38,No,0,San Diego,92126,32.886925,-117.152162,0,53,None,Yes,16.43,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.45,4517.25,0,0,870.79,5388.04,0,Other,Don't know
0866-QLSIR,Female,53,No,0,Garden Grove,92843,33.764018,-117.931507,0,34,Offer C,Yes,34.41,Yes,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,64.4,2088.75,0,0,1169.94,3258.69,0,Attitude,Attitude of support person
0867-MKZVY,Female,26,Yes,1,Altadena,91001,34.196837,-118.142236,5,20,None,Yes,36.6,Yes,Yes,Fiber Optic,51,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,82.4,1592.35,33.43,0,732,2290.92,0,Price,Price too high
0870-VEMYL,Female,34,No,0,Columbia,95310,38.085839,-120.37855,0,5,Offer E,Yes,24.32,No,Yes,Cable,22,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,53.85,259.8,22.96,10,121.6,368.44,0,Competitor,Competitor offered higher download speeds
0871-URUWO,Male,36,Yes,0,Sheep Ranch,95250,38.244806,-120.417301,1,13,None,Yes,30.55,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.25,1359,0,0,397.15,1756.15,0,Competitor,Competitor had better devices
0872-NXJYS,Female,40,No,0,West Hollywood,90069,34.093781,-118.381061,0,9,None,Yes,45.41,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,723.4,0,0,408.69,1132.09,0,Competitor,Competitor offered more data
0875-CABNR,Female,70,No,0,San Luis Obispo,93401,35.233745,-120.626442,0,10,None,Yes,16.85,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,865.55,0,0,168.5,1034.05,0,Attitude,Attitude of support person
0876-WDUUZ,Female,62,No,0,Pine Grove,95665,38.400264,-120.641274,0,5,Offer E,Yes,43.51,No,Yes,Fiber Optic,17,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.4,425.9,0,0,217.55,643.45,0,Price,Long distance charges
0877-SDMBN,Female,20,No,0,San Diego,92126,32.886925,-117.152162,0,54,None,Yes,43.47,Yes,Yes,Fiber Optic,82,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,5639.05,0,0,2347.38,7986.43,0,Competitor,Competitor made better offer
0880-TKATG,Male,21,Yes,0,Lucerne Valley,92356,34.508417,-116.856103,3,4,Offer E,Yes,9.56,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,385.9,0,0,38.24,424.14,0,Competitor,Competitor had better devices
0883-EIBTI,Female,23,No,0,Clarksburg,95612,38.384648,-121.578701,0,2,None,Yes,28.02,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.5,31.55,0,0,56.04,87.59,0,Dissatisfaction,Limited range of services
0886-QGENL,Female,72,Yes,0,San Diego,92104,32.741499,-117.127409,1,27,None,Yes,45.82,No,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2754.45,0,0,1237.14,3991.59,0,Attitude,Attitude of service provider
0887-HJGAR,Male,57,No,0,Coalinga,93210,36.186867,-120.387793,0,1,Offer E,Yes,5.55,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0,0,5.55,51.25,0,Competitor,Competitor offered higher download speeds
0895-DQHEW,Male,47,Yes,0,Burney,96013,40.946785,-121.719489,1,54,None,Yes,35.46,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,5278.15,11.45,0,1914.84,7181.54,0,Competitor,Competitor offered more data
0897-FEGMU,Female,43,Yes,0,Los Angeles,90048,34.072945,-118.37267,1,11,Offer D,Yes,31.08,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,1056.95,0,0,341.88,1398.83,0,Dissatisfaction,Network reliability
0917-EZOLA,Male,66,Yes,0,Lakewood,90713,33.847755,-118.112532,0,72,None,Yes,6.03,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0,0,434.16,8124.11,0,Price,Extra data charges
0923-PNFUB,Female,55,No,0,Westlake Village,91361,34.130992,-118.894673,0,3,Offer E,Yes,46.36,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.75,247.25,0,0,139.08,386.33,0,Attitude,Attitude of support person
0925-VYDLG,Female,40,No,0,Ludlow,92338,34.702766,-116.093376,0,3,None,Yes,17.87,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,242,0,0,53.61,295.61,0,Attitude,Attitude of service provider
0927-LCSMG,Male,23,No,0,San Jose,95129,37.305622,-122.000887,0,7,Offer E,Yes,21.58,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,74.65,544.55,0,10,151.06,705.61,0,Competitor,Competitor offered more data
0939-YAPAF,Female,44,No,0,Santa Ana,92701,33.748478,-117.858918,0,35,Offer C,Yes,10.49,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3527.6,0,0,367.15,3894.75,0,Competitor,Competitor offered higher download speeds
0940-OUQEC,Male,54,No,0,Winters,95694,38.578604,-122.024579,0,10,Offer D,Yes,17.07,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.7,788.8,38.42,50,170.7,971.08,0,Competitor,Competitor offered more data
0946-CLJTI,Male,67,Yes,0,Palmdale,93551,34.613476,-118.256358,1,58,Offer B,Yes,3.18,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,0,0,184.44,5997.04,0,Competitor,Competitor had better devices
0947-IDHRQ,Female,21,No,0,Woodland Hills,91367,34.178068,-118.615714,0,7,None,Yes,39.21,No,Yes,Fiber Optic,42,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,80.3,526.7,0,10,274.47,811.17,0,Competitor,Competitor made better offer
